ID,Start,Completion,Email,Name,First Name,Last Name,RPE,Duration,Sleep,Fatigue,Stress,Soreness,Mood,Diet,Injuries,Full Name,Sport,Year,,,
,,04/17/22,,,w,45,17,105,3,3,0,1,3,1,,w 45,Softball,Senior,,,
,,04/17/22,,,ww,46,7,45,4,5,5,2,1,4,,ww 46,Softball,Sophmore,,,
,,04/17/22,,,x,47,7,45,7,0,0,2,1,4,,x 47,Tennis,Senior,,,
,,04/17/22,,,xx,48,15,30,7,0,5,5,2,5,,xx 48,Rugby,Sophmore,,,
,,04/17/22,,,y,49,9,165,5,3,5,0,3,1,,y 49,Rugby,Junior,,,
,,04/17/22,,,yy,50,6,135,9,0,2,3,3,5,,yy 50,Rugby,Sophmore,,,
,,04/18/22,,,a,1,13,75,10,2,4,3,2,5,,a 1,Baseball,Freshman,,,
,,04/18/22,,,aa,2,11,60,8,3,2,5,4,1,,aa 2,Table Tennis,Freshman,,,
,,04/18/22,,,b,3,13,90,5,0,4,2,5,4,,b 3,Basketball,Junior,,,
,,04/18/22,,,bb,4,14,105,6,1,0,3,3,2,,bb 4,Basketball,Freshman,,,
,,04/18/22,,,c,5,10,180,3,0,1,2,3,5,,c 5,Table Tennis,Junior,,,
,,04/18/22,,,cc,6,16,105,4,1,2,3,5,5,,cc 6,Volleyball,Senior,,,
,,04/18/22,,,d,7,7,180,3,0,4,5,1,2,,d 7,Softball,Sophmore,,,
,,04/18/22,,,dd,8,15,180,10,4,1,5,4,1,,dd 8,Badminton,Senior,,,
,,04/18/22,,,e,9,20,150,5,1,0,1,5,1,,e 9,Softball,Freshman,,,
,,04/18/22,,,ee,10,15,30,5,2,5,1,1,4,,ee 10,Softball,Freshman,,,
,,04/18/22,,,f,11,8,75,10,3,2,1,4,1,,f 11,Baseball,Sophmore,,,
,,04/18/22,,,ff,12,6,75,5,4,0,0,5,3,,ff 12,Track & Field,Senior,,,
,,04/18/22,,,g,13,18,75,5,0,2,4,4,1,,g 13,Baseball,Junior,,,
,,04/18/22,,,gg,14,18,105,5,4,4,5,3,1,,gg 14,Tennis,Junior,,,
,,04/18/22,,,h,15,19,45,10,3,1,1,3,1,,h 15,Basketball,Sophmore,,,
,,04/18/22,,,hh,16,13,60,4,0,2,4,4,4,,hh 16,Badminton,Freshman,,,
,,04/18/22,,,i,17,16,120,9,1,5,4,5,2,,i 17,Baseball,Sophmore,,,
,,04/18/22,,,ii,18,8,120,5,3,0,3,1,1,,ii 18,Rugby,Junior,,,
,,04/18/22,,,j,19,6,135,6,3,0,3,3,4,,j 19,Baseball,Freshman,,,
,,04/18/22,,,jj,20,19,45,3,3,5,0,1,3,,jj 20,Cross Country,Freshman,,,
,,04/18/22,,,k,21,15,45,4,4,1,4,3,5,,k 21,Baseball,Junior,,,
,,04/18/22,,,kk,22,13,120,5,0,3,1,1,3,,kk 22,Volleyball,Freshman,,,
,,04/18/22,,,l,23,20,45,4,5,4,4,2,1,,l 23,Tennis,Junior,,,
,,04/18/22,,,ll,24,16,135,8,4,1,4,3,1,,ll 24,Volleyball,Junior,,,
,,04/18/22,,,m,25,9,105,9,3,3,5,1,3,,m 25,Soccer,Freshman,,,
,,04/18/22,,,mm,26,13,60,4,2,2,2,4,3,,mm 26,Table Tennis,Freshman,,,
,,04/18/22,,,n,27,19,120,4,2,1,2,5,1,,n 27,Swimming,Junior,,,
,,04/18/22,,,nn,28,7,105,4,4,2,3,1,2,,nn 28,Cross Country,Sophmore,,,
,,04/18/22,,,o,29,17,180,6,4,1,5,2,4,,o 29,Volleyball,Freshman,,,
,,04/18/22,,,oo,30,13,75,8,4,3,3,3,2,,oo 30,Track & Field,Sophmore,,,
,,04/18/22,,,p,31,11,150,10,0,3,4,2,4,,p 31,Volleyball,Senior,,,
,,04/18/22,,,pp,32,11,135,6,3,5,5,3,5,,pp 32,Table Tennis,Freshman,,,
,,04/18/22,,,q,33,19,150,7,0,4,0,3,2,,q 33,Rugby,Junior,,,
,,04/18/22,,,qq,34,10,180,6,5,5,5,3,4,,qq 34,Baseball,Sophmore,,,
,,04/18/22,,,r,35,16,180,7,4,5,3,2,1,,r 35,Badminton,Junior,,,
,,04/18/22,,,rr,36,15,150,5,2,0,1,2,4,,rr 36,Cross Country,Freshman,,,
,,04/18/22,,,s,37,20,105,4,5,4,2,4,3,,s 37,Table Tennis,Junior,,,
,,04/18/22,,,ss,38,8,105,5,3,5,0,5,4,,ss 38,Cross Country,Junior,,,
,,04/18/22,,,t,39,18,90,10,1,4,0,4,2,,t 39,Swimming,Senior,,,
,,04/18/22,,,tt,40,7,180,3,5,1,0,2,4,,tt 40,Volleyball,Sophmore,,,
,,04/18/22,,,u,41,18,75,3,2,3,4,4,4,,u 41,Track & Field,Sophmore,,,
,,04/18/22,,,uu,42,12,165,8,1,0,1,3,5,,uu 42,Tennis,Senior,,,
,,04/18/22,,,v,43,8,150,5,1,1,3,2,3,,v 43,Basketball,Junior,,,
,,04/18/22,,,vv,44,19,105,6,2,4,5,2,5,,vv 44,Table Tennis,Senior,,,
,,04/18/22,,,w,45,6,30,8,2,0,2,1,5,,w 45,Softball,Senior,,,
,,04/18/22,,,ww,46,15,30,3,1,5,1,2,2,,ww 46,Softball,Sophmore,,,
,,04/18/22,,,x,47,18,45,7,2,3,2,2,2,,x 47,Tennis,Senior,,,
,,04/18/22,,,xx,48,18,120,10,1,5,1,4,5,,xx 48,Rugby,Sophmore,,,
,,04/18/22,,,y,49,10,30,8,5,4,3,3,5,,y 49,Rugby,Junior,,,
,,04/18/22,,,yy,50,13,30,9,4,0,3,4,5,,yy 50,Rugby,Sophmore,,,
,,04/19/22,,,a,1,10,90,3,3,5,0,1,2,,a 1,Baseball,Freshman,,,
,,04/19/22,,,aa,2,7,135,8,2,4,5,5,2,,aa 2,Table Tennis,Freshman,,,
,,04/19/22,,,b,3,8,150,5,0,1,4,4,4,,b 3,Basketball,Junior,,,
,,04/19/22,,,bb,4,19,120,3,1,0,5,2,1,,bb 4,Basketball,Freshman,,,
,,04/19/22,,,c,5,7,150,7,4,3,1,2,5,,c 5,Table Tennis,Junior,,,
,,04/19/22,,,cc,6,17,60,7,2,0,2,5,1,,cc 6,Volleyball,Senior,,,
,,04/19/22,,,d,7,16,165,10,1,3,5,5,3,,d 7,Softball,Sophmore,,,
,,04/19/22,,,dd,8,17,180,3,3,5,1,5,5,,dd 8,Badminton,Senior,,,
,,04/19/22,,,e,9,19,30,7,0,1,0,4,1,,e 9,Softball,Freshman,,,
,,04/19/22,,,ee,10,19,90,10,4,5,5,4,2,,ee 10,Softball,Freshman,,,
,,04/19/22,,,f,11,17,180,3,5,3,5,3,4,,f 11,Baseball,Sophmore,,,
,,04/19/22,,,ff,12,12,60,3,2,1,5,3,5,,ff 12,Track & Field,Senior,,,
,,04/19/22,,,g,13,6,150,4,0,3,1,1,1,,g 13,Baseball,Junior,,,
,,04/19/22,,,gg,14,7.5,120,5,0,5,1,3,1,,gg 14,Tennis,Junior,,,
,,04/19/22,,,h,15,15,120,9,2,5,0,3,2,,h 15,Basketball,Sophmore,,,
,,04/19/22,,,hh,16,13,135,6,0,4,4,5,4,,hh 16,Badminton,Freshman,,,
,,04/19/22,,,i,17,19,30,7,2,1,1,2,3,,i 17,Baseball,Sophmore,,,
,,04/19/22,,,ii,18,11,105,4,1,5,0,1,2,,ii 18,Rugby,Junior,,,
,,04/19/22,,,j,19,16,60,7,4,3,4,5,3,,j 19,Baseball,Freshman,,,
,,04/19/22,,,jj,20,9,180,4,5,5,0,4,1,,jj 20,Cross Country,Freshman,,,
,,04/19/22,,,k,21,11,165,6,0,0,5,5,4,,k 21,Baseball,Junior,,,
,,04/19/22,,,kk,22,15,90,9,3,2,2,5,1,,kk 22,Volleyball,Freshman,,,
,,04/19/22,,,l,23,16,165,7,2,5,5,1,3,,l 23,Tennis,Junior,,,
,,04/19/22,,,ll,24,9,135,5,1,5,1,4,1,,ll 24,Volleyball,Junior,,,
,,04/19/22,,,m,25,19,60,9,5,4,0,4,2,,m 25,Soccer,Freshman,,,
,,04/19/22,,,mm,26,16,180,10,4,5,3,1,4,,mm 26,Table Tennis,Freshman,,,
,,04/19/22,,,n,27,11,60,3,1,0,4,5,5,,n 27,Swimming,Junior,,,
,,04/19/22,,,nn,28,14,165,6,3,4,4,3,1,,nn 28,Cross Country,Sophmore,,,
,,04/19/22,,,o,29,6,165,10,1,4,4,3,1,,o 29,Volleyball,Freshman,,,
,,04/19/22,,,oo,30,12,30,3,4,3,3,3,5,,oo 30,Track & Field,Sophmore,,,
,,04/19/22,,,p,31,9,105,5,2,1,2,2,1,,p 31,Volleyball,Senior,,,
,,04/19/22,,,pp,32,6,150,8,0,2,1,4,3,,pp 32,Table Tennis,Freshman,,,
,,04/19/22,,,q,33,7,45,10,0,5,3,4,1,,q 33,Rugby,Junior,,,
,,04/19/22,,,qq,34,20,150,3,3,3,2,2,5,,qq 34,Baseball,Sophmore,,,
,,04/19/22,,,r,35,19,105,8,2,1,2,1,1,,r 35,Badminton,Junior,,,
,,04/19/22,,,rr,36,19,75,6,1,1,1,1,2,,rr 36,Cross Country,Freshman,,,
,,04/19/22,,,s,37,6,90,9,0,2,2,5,2,,s 37,Table Tennis,Junior,,,
,,04/19/22,,,ss,38,17,45,6,4,5,0,5,2,,ss 38,Cross Country,Junior,,,
,,04/19/22,,,t,39,17,30,10,0,4,3,3,4,,t 39,Swimming,Senior,,,
,,04/19/22,,,tt,40,10,120,7,2,0,4,2,5,,tt 40,Volleyball,Sophmore,,,
,,04/19/22,,,u,41,9,180,9,5,4,2,2,1,,u 41,Track & Field,Sophmore,,,
,,04/19/22,,,uu,42,9,180,6,1,2,3,2,3,,uu 42,Tennis,Senior,,,
,,04/19/22,,,v,43,17,150,10,5,5,0,3,3,,v 43,Basketball,Junior,,,
,,04/19/22,,,vv,44,16,120,9,1,3,4,3,1,,vv 44,Table Tennis,Senior,,,
,,04/19/22,,,w,45,12,105,6,1,4,3,3,1,,w 45,Softball,Senior,,,
,,04/19/22,,,ww,46,16,150,9,1,4,2,3,5,,ww 46,Softball,Sophmore,,,
,,04/19/22,,,x,47,16,90,5,4,4,2,1,2,,x 47,Tennis,Senior,,,
,,04/19/22,,,xx,48,16,120,5,2,1,2,5,1,,xx 48,Rugby,Sophmore,,,
,,04/19/22,,,y,49,7,165,9,3,0,3,5,2,,y 49,Rugby,Junior,,,
,,04/19/22,,,yy,50,6,165,9,5,3,4,5,3,,yy 50,Rugby,Sophmore,,,
,,04/20/22,,,a,1,7,180,3,1,2,0,5,2,,a 1,Baseball,Freshman,,,
,,04/20/22,,,aa,2,11,165,9,4,3,4,4,1,,aa 2,Table Tennis,Freshman,,,
,,04/20/22,,,b,3,6,135,5,0,0,4,3,5,,b 3,Basketball,Junior,,,
,,04/20/22,,,bb,4,20,180,7,4,5,0,1,1,,bb 4,Basketball,Freshman,,,
,,04/20/22,,,c,5,13,75,6,1,0,0,3,5,,c 5,Table Tennis,Junior,,,
,,04/20/22,,,cc,6,8,135,6,2,0,2,4,3,,cc 6,Volleyball,Senior,,,
,,04/20/22,,,d,7,9,135,8,0,1,5,1,1,,d 7,Softball,Sophmore,,,
,,04/20/22,,,dd,8,12,60,9,4,1,3,5,3,,dd 8,Badminton,Senior,,,
,,04/20/22,,,e,9,11,105,8,1,2,1,4,2,,e 9,Softball,Freshman,,,
,,04/20/22,,,ee,10,17,135,9,1,0,2,2,2,,ee 10,Softball,Freshman,,,
,,04/20/22,,,f,11,20,30,10,0,0,0,2,4,,f 11,Baseball,Sophmore,,,
,,04/20/22,,,ff,12,10,165,10,5,1,1,1,1,,ff 12,Track & Field,Senior,,,
,,04/20/22,,,g,13,20,150,4,5,0,3,4,5,,g 13,Baseball,Junior,,,
,,04/20/22,,,gg,14,7,165,6,5,2,3,3,2,,gg 14,Tennis,Junior,,,
,,04/20/22,,,h,15,19,90,6,3,2,0,3,4,,h 15,Basketball,Sophmore,,,
,,04/20/22,,,hh,16,15,90,8,0,2,1,2,5,,hh 16,Badminton,Freshman,,,
,,04/20/22,,,i,17,14,60,9,0,2,1,4,3,,i 17,Baseball,Sophmore,,,
,,04/20/22,,,ii,18,12,60,5,5,1,3,4,3,,ii 18,Rugby,Junior,,,
,,04/20/22,,,j,19,14,150,5,0,4,2,5,2,,j 19,Baseball,Freshman,,,
,,04/20/22,,,jj,20,20,30,4,2,4,3,3,4,,jj 20,Cross Country,Freshman,,,
,,04/20/22,,,k,21,16,150,5,4,3,2,1,4,,k 21,Baseball,Junior,,,
,,04/20/22,,,kk,22,11,165,10,0,4,1,2,1,,kk 22,Volleyball,Freshman,,,
,,04/20/22,,,l,23,10,30,8,2,0,0,5,1,,l 23,Tennis,Junior,,,
,,04/20/22,,,ll,24,7.5,180,4,2,1,0,5,5,,ll 24,Volleyball,Junior,,,
,,04/20/22,,,m,25,9,120,6,4,0,5,5,2,,m 25,Soccer,Freshman,,,
,,04/20/22,,,mm,26,7,180,6,5,2,5,4,5,,mm 26,Table Tennis,Freshman,,,
,,04/20/22,,,n,27,14,105,9,5,0,3,1,4,,n 27,Swimming,Junior,,,
,,04/20/22,,,nn,28,17,165,7,5,4,5,4,5,,nn 28,Cross Country,Sophmore,,,
,,04/20/22,,,o,29,13,150,6,4,5,1,2,5,,o 29,Volleyball,Freshman,,,
,,04/20/22,,,oo,30,9,75,6,5,3,4,1,2,,oo 30,Track & Field,Sophmore,,,
,,04/20/22,,,p,31,17,120,5,2,3,0,2,2,,p 31,Volleyball,Senior,,,
,,04/20/22,,,pp,32,16,105,3,2,2,5,5,4,,pp 32,Table Tennis,Freshman,,,
,,04/20/22,,,q,33,6,105,4,1,2,5,2,5,,q 33,Rugby,Junior,,,
,,04/20/22,,,qq,34,15,120,7,5,0,3,3,4,,qq 34,Baseball,Sophmore,,,
,,04/20/22,,,r,35,16,105,7,3,2,5,1,4,,r 35,Badminton,Junior,,,
,,04/20/22,,,rr,36,17,180,10,5,4,2,3,2,,rr 36,Cross Country,Freshman,,,
,,04/20/22,,,s,37,10,180,8,1,2,0,2,2,,s 37,Table Tennis,Junior,,,
,,04/20/22,,,ss,38,7.5,105,9,1,4,5,3,5,,ss 38,Cross Country,Junior,,,
,,04/20/22,,,t,39,14,180,8,3,5,1,5,2,,t 39,Swimming,Senior,,,
,,04/20/22,,,tt,40,16,30,4,4,0,5,1,2,,tt 40,Volleyball,Sophmore,,,
,,04/20/22,,,u,41,20,60,4,2,2,4,2,5,,u 41,Track & Field,Sophmore,,,
,,04/20/22,,,uu,42,11,75,4,4,4,3,5,5,,uu 42,Tennis,Senior,,,
,,04/20/22,,,v,43,8,30,3,4,4,4,2,4,,v 43,Basketball,Junior,,,
,,04/20/22,,,vv,44,19,45,4,1,0,0,2,1,,vv 44,Table Tennis,Senior,,,
,,04/20/22,,,w,45,7,180,4,1,5,3,4,4,,w 45,Softball,Senior,,,
,,04/20/22,,,ww,46,17,60,8,3,1,1,2,4,,ww 46,Softball,Sophmore,,,
,,04/20/22,,,x,47,7.5,30,7,5,0,1,1,3,,x 47,Tennis,Senior,,,
,,04/20/22,,,xx,48,15,150,7,1,2,4,5,4,,xx 48,Rugby,Sophmore,,,
,,04/20/22,,,y,49,17,90,5,0,4,5,5,2,,y 49,Rugby,Junior,,,
,,04/20/22,,,yy,50,11,165,6,2,0,1,1,3,,yy 50,Rugby,Sophmore,,,
,,04/21/22,,,a,1,7,30,7,2,4,2,2,5,,a 1,Baseball,Freshman,,,
,,04/21/22,,,aa,2,7.5,75,6,2,4,2,1,5,,aa 2,Table Tennis,Freshman,,,
,,04/21/22,,,b,3,19,90,8,2,4,1,2,4,,b 3,Basketball,Junior,,,
,,04/21/22,,,bb,4,13,45,8,5,1,0,4,1,,bb 4,Basketball,Freshman,,,
,,04/21/22,,,c,5,16,135,9,2,3,0,5,3,,c 5,Table Tennis,Junior,,,
,,04/21/22,,,cc,6,17,120,8,5,4,4,2,2,,cc 6,Volleyball,Senior,,,
,,04/21/22,,,d,7,15,30,4,1,2,0,4,2,,d 7,Softball,Sophmore,,,
,,04/21/22,,,dd,8,17,30,6,3,2,5,5,4,,dd 8,Badminton,Senior,,,
,,04/21/22,,,e,9,11,135,4,4,4,4,2,5,,e 9,Softball,Freshman,,,
,,04/21/22,,,ee,10,10,60,8,4,0,2,4,5,,ee 10,Softball,Freshman,,,
,,04/21/22,,,f,11,17,75,7,4,3,1,4,2,,f 11,Baseball,Sophmore,,,
,,04/21/22,,,ff,12,14,75,6,3,4,2,3,1,,ff 12,Track & Field,Senior,,,
,,04/21/22,,,g,13,15,75,9,1,5,3,4,4,,g 13,Baseball,Junior,,,
,,04/21/22,,,gg,14,13,120,5,3,5,3,5,1,,gg 14,Tennis,Junior,,,
,,04/21/22,,,h,15,6,45,8,5,1,5,5,1,,h 15,Basketball,Sophmore,,,
,,04/21/22,,,hh,16,8,150,6,3,4,4,4,1,,hh 16,Badminton,Freshman,,,
,,04/21/22,,,i,17,9,120,4,4,1,4,1,5,,i 17,Baseball,Sophmore,,,
,,04/21/22,,,ii,18,7.5,105,9,2,4,5,1,1,,ii 18,Rugby,Junior,,,
,,04/21/22,,,j,19,17,60,10,5,2,1,5,1,,j 19,Baseball,Freshman,,,
,,04/21/22,,,jj,20,16,150,6,5,3,2,4,5,,jj 20,Cross Country,Freshman,,,
,,04/21/22,,,k,21,20,45,7,4,3,3,4,3,,k 21,Baseball,Junior,,,
,,04/21/22,,,kk,22,7,150,3,5,1,0,2,5,,kk 22,Volleyball,Freshman,,,
,,04/21/22,,,l,23,9,60,9,4,4,2,5,3,,l 23,Tennis,Junior,,,
,,04/21/22,,,ll,24,8,120,10,5,1,2,5,1,,ll 24,Volleyball,Junior,,,
,,04/21/22,,,m,25,9,45,8,3,4,2,4,2,,m 25,Soccer,Freshman,,,
,,04/21/22,,,mm,26,11,165,10,2,2,2,5,1,,mm 26,Table Tennis,Freshman,,,
,,04/21/22,,,n,27,18,150,6,1,1,4,3,4,,n 27,Swimming,Junior,,,
,,04/21/22,,,nn,28,16,165,6,1,3,1,3,4,,nn 28,Cross Country,Sophmore,,,
,,04/21/22,,,o,29,18,150,8,5,5,5,2,5,,o 29,Volleyball,Freshman,,,
,,04/21/22,,,oo,30,18,90,9,2,4,1,4,2,,oo 30,Track & Field,Sophmore,,,
,,04/21/22,,,p,31,19,120,6,1,2,5,4,4,,p 31,Volleyball,Senior,,,
,,04/21/22,,,pp,32,7,180,10,2,2,3,4,4,,pp 32,Table Tennis,Freshman,,,
,,04/21/22,,,q,33,13,60,9,3,1,0,2,4,,q 33,Rugby,Junior,,,
,,04/21/22,,,qq,34,18,45,9,3,2,3,4,3,,qq 34,Baseball,Sophmore,,,
,,04/21/22,,,r,35,7,135,9,5,3,2,4,4,,r 35,Badminton,Junior,,,
,,04/21/22,,,rr,36,10,105,9,5,5,5,4,5,,rr 36,Cross Country,Freshman,,,
,,04/21/22,,,s,37,6,120,6,2,2,1,4,5,,s 37,Table Tennis,Junior,,,
,,04/21/22,,,ss,38,7.5,30,8,4,5,2,2,3,,ss 38,Cross Country,Junior,,,
,,04/21/22,,,t,39,20,90,7,0,4,3,5,1,,t 39,Swimming,Senior,,,
,,04/21/22,,,tt,40,10,120,9,2,5,0,4,4,,tt 40,Volleyball,Sophmore,,,
,,04/21/22,,,u,41,14,45,9,3,2,0,2,1,,u 41,Track & Field,Sophmore,,,
,,04/21/22,,,uu,42,18,75,4,3,1,2,2,1,,uu 42,Tennis,Senior,,,
,,04/21/22,,,v,43,13,90,6,5,1,2,1,4,,v 43,Basketball,Junior,,,
,,04/21/22,,,vv,44,13,60,5,4,3,2,2,3,,vv 44,Table Tennis,Senior,,,
,,04/21/22,,,w,45,16,90,8,2,1,4,3,5,,w 45,Softball,Senior,,,
,,04/21/22,,,ww,46,6,120,8,5,4,3,1,3,,ww 46,Softball,Sophmore,,,
,,04/21/22,,,x,47,7.5,135,7,1,2,1,2,4,,x 47,Tennis,Senior,,,
,,04/21/22,,,xx,48,11,135,8,0,3,3,4,3,,xx 48,Rugby,Sophmore,,,
,,04/21/22,,,y,49,8,75,10,4,0,4,2,1,,y 49,Rugby,Junior,,,
,,04/21/22,,,yy,50,6,105,6,2,5,0,2,4,,yy 50,Rugby,Sophmore,,,
,,04/22/22,,,a,1,13,75,8,5,3,1,4,1,,a 1,Baseball,Freshman,,,
,,04/22/22,,,aa,2,19,60,5,1,3,2,5,3,,aa 2,Table Tennis,Freshman,,,
,,04/22/22,,,b,3,18,150,5,1,3,1,2,5,,b 3,Basketball,Junior,,,
,,04/22/22,,,bb,4,12,180,10,2,0,0,1,5,,bb 4,Basketball,Freshman,,,
,,04/22/22,,,c,5,14,150,6,5,2,2,3,3,,c 5,Table Tennis,Junior,,,
,,04/22/22,,,cc,6,17,105,6,2,3,2,4,1,,cc 6,Volleyball,Senior,,,
,,04/22/22,,,d,7,14,90,10,5,4,4,3,3,,d 7,Softball,Sophmore,,,
,,04/22/22,,,dd,8,18,75,10,1,2,2,5,4,,dd 8,Badminton,Senior,,,
,,04/22/22,,,e,9,15,30,8,3,3,1,1,3,,e 9,Softball,Freshman,,,
,,04/22/22,,,ee,10,11,180,4,1,5,0,2,3,,ee 10,Softball,Freshman,,,
,,04/22/22,,,f,11,17,135,10,2,4,2,2,2,,f 11,Baseball,Sophmore,,,
,,04/22/22,,,ff,12,13,135,5,1,4,2,2,2,,ff 12,Track & Field,Senior,,,
,,04/22/22,,,g,13,17,150,9,2,2,2,4,3,,g 13,Baseball,Junior,,,
,,04/22/22,,,gg,14,19,75,9,1,5,0,4,2,,gg 14,Tennis,Junior,,,
,,04/22/22,,,h,15,7,75,9,1,4,5,2,2,,h 15,Basketball,Sophmore,,,
,,04/22/22,,,hh,16,15,180,10,5,0,0,2,2,,hh 16,Badminton,Freshman,,,
,,04/22/22,,,i,17,7.5,60,5,2,3,1,2,2,,i 17,Baseball,Sophmore,,,
,,04/22/22,,,ii,18,7,75,6,0,1,0,1,4,,ii 18,Rugby,Junior,,,
,,04/22/22,,,j,19,18,120,5,1,0,1,3,5,,j 19,Baseball,Freshman,,,
,,04/22/22,,,jj,20,15,105,6,3,4,4,1,4,,jj 20,Cross Country,Freshman,,,
,,04/22/22,,,k,21,7,45,7,4,5,2,3,4,,k 21,Baseball,Junior,,,
,,04/22/22,,,kk,22,16,45,6,3,1,3,2,5,,kk 22,Volleyball,Freshman,,,
,,04/22/22,,,l,23,18,150,3,5,3,1,4,2,,l 23,Tennis,Junior,,,
,,04/22/22,,,ll,24,18,90,10,2,4,3,3,2,,ll 24,Volleyball,Junior,,,
,,04/22/22,,,m,25,20,150,9,0,3,1,2,2,,m 25,Soccer,Freshman,,,
,,04/22/22,,,mm,26,10,165,4,2,4,0,4,2,,mm 26,Table Tennis,Freshman,,,
,,04/22/22,,,n,27,7,90,4,0,0,2,4,1,,n 27,Swimming,Junior,,,
,,04/22/22,,,nn,28,7,105,4,1,0,1,3,2,,nn 28,Cross Country,Sophmore,,,
,,04/22/22,,,o,29,13,75,9,1,4,3,5,5,,o 29,Volleyball,Freshman,,,
,,04/22/22,,,oo,30,13,30,5,5,4,3,4,2,,oo 30,Track & Field,Sophmore,,,
,,04/22/22,,,p,31,7,165,3,4,2,4,3,3,,p 31,Volleyball,Senior,,,
,,04/22/22,,,pp,32,6,45,5,5,4,2,4,4,,pp 32,Table Tennis,Freshman,,,
,,04/22/22,,,q,33,11,75,8,3,3,5,1,3,,q 33,Rugby,Junior,,,
,,04/22/22,,,qq,34,13,90,3,2,1,3,4,5,,qq 34,Baseball,Sophmore,,,
,,04/22/22,,,r,35,9,45,10,5,0,3,5,2,,r 35,Badminton,Junior,,,
,,04/22/22,,,rr,36,9,150,3,2,2,1,2,1,,rr 36,Cross Country,Freshman,,,
,,04/22/22,,,s,37,12,45,10,0,2,1,2,5,,s 37,Table Tennis,Junior,,,
,,04/22/22,,,ss,38,19,30,4,0,0,3,3,5,,ss 38,Cross Country,Junior,,,
,,04/22/22,,,t,39,6,135,4,5,3,2,1,3,,t 39,Swimming,Senior,,,
,,04/22/22,,,tt,40,14,150,6,1,0,3,3,4,,tt 40,Volleyball,Sophmore,,,
,,04/22/22,,,u,41,7.5,120,6,2,3,5,4,2,,u 41,Track & Field,Sophmore,,,
,,04/22/22,,,uu,42,11,180,3,4,0,5,2,3,,uu 42,Tennis,Senior,,,
,,04/22/22,,,v,43,13,75,5,5,5,1,4,4,,v 43,Basketball,Junior,,,
,,04/22/22,,,vv,44,9,45,8,5,4,0,4,5,,vv 44,Table Tennis,Senior,,,
,,04/22/22,,,w,45,6,165,4,5,0,1,2,5,,w 45,Softball,Senior,,,
,,04/22/22,,,ww,46,15,75,9,1,5,3,2,5,,ww 46,Softball,Sophmore,,,
,,04/22/22,,,x,47,7,150,7,2,2,2,4,1,,x 47,Tennis,Senior,,,
,,04/22/22,,,xx,48,17,150,4,4,5,0,1,3,,xx 48,Rugby,Sophmore,,,
,,04/22/22,,,y,49,15,165,5,5,3,1,1,5,,y 49,Rugby,Junior,,,
,,04/22/22,,,yy,50,18,180,7,5,1,5,4,5,,yy 50,Rugby,Sophmore,,,
,,04/23/22,,,a,1,16,105,10,0,4,2,1,1,,a 1,Baseball,Freshman,,,
,,04/23/22,,,aa,2,11,165,3,4,3,3,1,5,,aa 2,Table Tennis,Freshman,,,
,,04/23/22,,,b,3,13,105,6,2,2,2,1,1,,b 3,Basketball,Junior,,,
,,04/23/22,,,bb,4,14,60,6,3,3,3,1,4,,bb 4,Basketball,Freshman,,,
,,04/23/22,,,c,5,7.5,165,3,1,5,4,2,5,,c 5,Table Tennis,Junior,,,
,,04/23/22,,,cc,6,9,60,4,5,5,0,5,4,,cc 6,Volleyball,Senior,,,
,,04/23/22,,,d,7,18,180,3,2,1,2,2,3,,d 7,Softball,Sophmore,,,
,,04/23/22,,,dd,8,16,75,9,5,0,5,4,3,,dd 8,Badminton,Senior,,,
,,04/23/22,,,e,9,20,135,5,5,0,1,5,2,,e 9,Softball,Freshman,,,
,,04/23/22,,,ee,10,6,135,8,4,0,5,4,2,,ee 10,Softball,Freshman,,,
,,04/23/22,,,f,11,13,120,5,0,4,1,1,3,,f 11,Baseball,Sophmore,,,
,,04/23/22,,,ff,12,13,165,9,5,5,5,3,4,,ff 12,Track & Field,Senior,,,
,,04/23/22,,,g,13,6,60,6,3,4,4,4,3,,g 13,Baseball,Junior,,,
,,04/23/22,,,gg,14,7,60,10,3,0,2,5,3,,gg 14,Tennis,Junior,,,
,,04/23/22,,,h,15,20,165,5,2,5,5,5,1,,h 15,Basketball,Sophmore,,,
,,04/23/22,,,hh,16,10,105,3,2,5,2,3,5,,hh 16,Badminton,Freshman,,,
,,04/23/22,,,i,17,16,180,7,0,5,4,1,2,,i 17,Baseball,Sophmore,,,
,,04/23/22,,,ii,18,7.5,60,10,2,5,5,2,1,,ii 18,Rugby,Junior,,,
,,04/23/22,,,j,19,9,165,8,2,3,3,3,4,,j 19,Baseball,Freshman,,,
,,04/23/22,,,jj,20,18,30,6,0,3,3,4,3,,jj 20,Cross Country,Freshman,,,
,,04/23/22,,,k,21,13,150,4,1,1,2,5,5,,k 21,Baseball,Junior,,,
,,04/23/22,,,kk,22,13,120,10,2,0,5,3,1,,kk 22,Volleyball,Freshman,,,
,,04/23/22,,,l,23,10,75,7,0,1,5,3,4,,l 23,Tennis,Junior,,,
,,04/23/22,,,ll,24,6,45,3,5,0,3,2,1,,ll 24,Volleyball,Junior,,,
,,04/23/22,,,m,25,17,150,4,0,1,1,4,5,,m 25,Soccer,Freshman,,,
,,04/23/22,,,mm,26,6,135,6,5,3,4,1,3,,mm 26,Table Tennis,Freshman,,,
